"";"cargo";"Nome";"Nome_urna";"Partido";"Coligacao";"Profissao";"idade";"sexo";"grau_inst";"estado_civil";"cor";"status_eleitoral"
"8277";"VEREADOR";"JOSE IVALDO DONATO NOBREGA";"IVALDO";"PRB";"PRB / PT do B / PSB / PSD / PR / PPS / PSDB";"VEREADOR";46;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8278";"VEREADOR";"SAMILES NOBREGA GOMES";"SAMILES";"PPS";"PRB / PT do B / PSB / PSD / PR / PPS / PSDB";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";21;"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"#NULO#"
"8279";"VEREADOR";"ARLEY ROSAS LEAL DE ALBUQUERQUE";"ARLEY ROSAS";"PTB";"PTB / PDT / PMDB / PSDB / PSD";"ENFERMEIRO";32;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8280";"VEREADOR";"JOSÉ EDILSON VICENTE DA SILVA";"EDILSON DO SINDICATO";"PPS";"PRB / PTN / PPS / PMDB / PT do B";"SERVIDOR PÚBLICO MUNICIPAL";36;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"NÃO ELEITO"
"8281";"VEREADOR";"JOSE GILENO FREIRE";"GILENO";"PTN";"PRB / PTN / PPS / PMDB / PT do B";"PROFESSOR DE ENSINO FUNDAMENTAL";25;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ELEITO POR QP"
"8282";"VEREADOR";"LUCIANA DA SILVA NOGUEIRA";"LUCIANA DE VEVA";"PHS";"PHS / PMN";"AGRICULTOR";21;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8283";"VEREADOR";"ÉRIKA FABIANA ULISSES DANTAS GARCIA";"ÉRIKA DANTAS";"PSDB";"PSDB / DEM / PT / PSC / PPS / PTN";"DONA DE CASA";27;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8284";"VEREADOR";"PEDRO CORREIA DOS SANTOS";"PEDRO DO ONIBUS";"PRB";"PRB / PTB / PSB / PSDB / PMDB / PT do B / PSD / DEM";"MOTORISTA PARTICULAR";45;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8285";"VEREADOR";"KÍVIA KAROLAYNE FÉLIX DE SOUZA";"KÍVIA KAROLAYNE";"PMDB";"PMDB / PTB / DEM / PSDC";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";19;"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8286";"VEREADOR";"MANOEL MESCIAS MOREIRA DE LIMA";"MANOEL MESCIAS";"PT";"PT";"AGRICULTOR";52;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"NÃO ELEITO"
"8287";"VEREADOR";"GABRIEL APOLÔNIO DA SILVA";"IRMÃO GABRIEL";"PT";"PT";"AGRICULTOR";54;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"AMARELA";"NÃO ELEITO"
"8288";"VEREADOR";"THALLES SOUSA DE OLIVEIRA";"THALLES OLIVEIRA";"PSD";"PSD / PSDC / PROS / PPS";"VEREADOR";26;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"8289";"VEREADOR";"VERA LUCIA CESAR DAS NEVES";"VERA";"PTB";"PTB / PSD / DEM / SD / PSL / PSDB";"SERVIDOR PÚBLICO MUNICIPAL";50;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"8290";"VEREADOR";"JOSE RONALDO RAMOS DE OLIVEIRA";"RONINHA DE ZÉ RAMOS";"PTC";"PTC / PSB";"VEREADOR";56;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"ELEITO POR QP"
"8291";"VEREADOR";"PAULO SERGIO FERREIRA DE MELO";"SÉRGIO";"PSB";"PTC / PSB";"OUTROS";62;"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"SUPLENTE"
"8292";"VEREADOR";"DAMIANA MARIA TAVARES SERGIO";"DAMIANA DE NEL";"PMN";"PT / PSC / PRB / PTB / PPS / PRP / PROS / PMN";"DONA DE CASA";33;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8293";"VEREADOR";"MARCONDE DINIZ SIMÃO";"MARCONDE SIMÃO";"PTB";"PT / PSC / PRB / PTB / PPS / PRP / PROS / PMN";"VEREADOR";46;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8294";"VEREADOR";"MARIA DO SOCORRO BEZERRA";"COCA DE OLEGARIO";"PRP";"PT / PSC / PRB / PTB / PPS / PRP / PROS / PMN";"AGRICULTOR";68;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8295";"VEREADOR";"EDMILSON FRANCISCO DO NASCIMENTO";"EDMILSON FRANCISCO";"PRB";"PRB / PMDB / PTN / PSC / DEM / PSDC / PSD / PC do B";"PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR";41;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"8296";"VEREADOR";"MARCIA CHRISTINE JUSTINO DE SOUZA";"MARCIA DE BEIRA-RIO";"PMDB";"PRB / PMDB / PTN / PSC / DEM / PSDC / PSD / PC do B";"DONA DE CASA";40;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8297";"VEREADOR";"PATRÍCIA MARINHO DA COSTA ROCHA";"PATRÍCIA";"PSC";"PRB / PMDB / PTN / PSC / DEM / PSDC / PSD / PC do B";"DONA DE CASA";35;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"8298";"VEREADOR";"JORGE DE FRANÇA CAVALCANTE";"JORGE DO SINDICATO";"PDT";"PDT / PSDB / PPS / PTB / PHS / PSC / PMN";"AGRICULTOR";55;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8299";"VEREADOR";"HALLANA GLEYCE DA SILVA FELIX";"HALLANA";"PDT";"PDT / PSDB / PPS / PTB / PHS / PSC / PMN";"DONA DE CASA";21;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8300";"VEREADOR";"ANTÔNIO JEFFERSON TARGINO DE SOUSA";"JEFFERSON TARGINO";"PMDB";"PMDB / SD / PSDB / PDT / PSC / PSDC / PMB / PT do B / PHS";"VEREADOR";51;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"8301";"VEREADOR";"PEDRO GONÇALO BENTO";"PEDRO BENTO";"PTN";"PRB / PT / PTN / PV";"AGRICULTOR";37;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"NÃO ELEITO"
"8302";"VEREADOR";"SEVERINO JOSÉ DE LIMA";"BIU LUCAS";"PSDB";"PV / PSDB";"TRABALHADOR DE CONSTRUÇÃO CIVIL";49;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8303";"VEREADOR";"ANTONIO FRANCISCO DA SILVA";"ANTONIO DE BIU ZACA";"PSDB";"PV / PSDB";"AGRICULTOR";44;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"8304";"VEREADOR";"EDNALDO FRANCISCO BEZERRA";"NALDO MOTORISTA";"PR";"PSB / PSL / PR / SD / PT do B / PSDB / PT";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";54;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8305";"VEREADOR";"JOSÉ RIBEIRO DUARTE SOBRINHO";"DEDA DE SANTA LÚCIA";"PSDB";"PSB / PSL / PR / SD / PT do B / PSDB / PT";"AGRICULTOR";35;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8306";"VEREADOR";"JANDILSON FIGUEIREDO DE LIMA";"JANDILSON FIGUEIREDO";"PSB";"PSB / PSL / PR / SD / PT do B / PSDB / PT";"POLICIAL CIVIL";44;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"8307";"VEREADOR";"WELLINTON RIBEIRO DA SILVA";"WELLINTON DE BIDA";"PT do B";"PSB / PSL / PR / SD / PT do B / PSDB / PT";"PROFESSOR DE ENSINO FUNDAMENTAL";40;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"8308";"VEREADOR";"ANTÔNIO BARBOSA DE ARAÚJO";"TOINHO BARBOSA";"PSB";"PSB / PTN";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";60;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8309";"VEREADOR";"MARIA DA CONCEIÇÃO VASCONCELOS";"DUI";"PSB";"PSB / PTN";"SERVIDOR PÚBLICO ESTADUAL";45;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8310";"VEREADOR";"ZELIA FIGUEIREDO MIRANDA DE MELO";"ZELIA MIRANDA";"PC do B";"PC do B";"DONA DE CASA";62;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"NÃO ELEITO"
"8311";"VEREADOR";"IRAN PONTES DO NASCIMENTO";"IRAN MOTOS";"PSL";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"COMERCIANTE";44;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"#NULO#"
"8312";"VEREADOR";"JOSE JOSEVAL DA COSTA";"VAVA  CAMILO";"PSL";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"AGRICULTOR";41;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8313";"VEREADOR";"JOSÉ IVANILDO DE OLIVEIRA";"DIDA";"PSC";"PSB / PMDB / PT / PP / PROS / PSC / PHS";"VEREADOR";33;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8314";"VEREADOR";"ANA FLAVIA RAMALHO DE QUEIROZ";"PROFESSORA FLÁVIA";"PP";"PP / PTN / PSDB / PSD / PSC";"PEDAGOGO";31;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8315";"VEREADOR";"FRANCISCA DA SILVA SOUZA";"CIDINHA";"PDT";"PSB / PDT / PSDC";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";28;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8316";"VEREADOR";"JOSE MENDES BARBOSA";"ZE MENDES";"PSB";"PSB / PDT / PSDC";"AGRICULTOR";60;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"8317";"VEREADOR";"ALINE LUNGUINHO DA SILVA";"ALINE LUNGUINHO";"PR";"PR";"OUTROS";41;"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8318";"VEREADOR";"MAGNO ROBERTO PEREIRA DE OLIVEIRA";"MAGNO ROBERTO";"PR";"PR";"OUTROS";22;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8319";"VEREADOR";"ELIANA PEREIRA GADELHA";"ELIANA GADELHA";"PR";"PR";"ASSISTENTE SOCIAL";51;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8320";"VEREADOR";"HELINEIDE LEANDRO ARARUNA";"PROFESSORA HELINEIDE";"PMDB";"PT do B / PRB / PC do B / PT / PP / PEN / PTB / PMDB / PSC / PSB";"PROFESSOR DE ENSINO FUNDAMENTAL";47;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8321";"VEREADOR";"ELAINE GOMES DE ARAUJO";"ELAINE";"PT do B";"PSDC / PSDB / PT do B / PSC / PSD";"COMERCIANTE";24;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8322";"VEREADOR";"JOSEAN SILVA DO NASCIMENTO";"GEL";"PC do B";"PP / PC do B / PT do B";"OUTROS";33;"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"AMARELA";"SUPLENTE"
"8323";"VEREADOR";"JAILMA SILVA DE MEDEIROS";"JAILMA MEDEIROS";"PSDB";"PP / PSDB / PTB / PT";"AGRICULTOR";28;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8324";"VEREADOR";"DAMIÃO CARLOS DE OLIVEIRA";"KAKA GUSTAVO";"PP";"PP / PSDB / PTB / PT";"EMPRESÁRIO";34;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"8325";"VEREADOR";"JOSEANE SOARES DE SOUSA LIMA";"ANINHA DE ZE DO TIGRE";"PSC";"PMDB / PSC / PSDB / DEM / PR / PMN";"PROFESSOR DE ENSINO FUNDAMENTAL";22;"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8326";"VEREADOR";"FRANCISCO DE SALES RODRIGUES DO NASCIMENTO";"TIQUINHO DO SINDICATO";"PDT";"PDT / PRB / PSDB / PSB / PTB / PSD";"AGRICULTOR";49;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"8327";"VEREADOR";"LUCIANO DA SILVA";"LUCIANO DA ASSOCIAÇÃO";"PSL";"PSL / PHS";"AGENTE DE SAÚDE E SANITARISTA";35;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8328";"VEREADOR";"LUCIANO LEITE DINIZ";"LUCIANO LEITE";"PSB";"PRB / PT / PSL / DEM / PSB";"SERVIDOR PÚBLICO ESTADUAL";45;"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"8329";"VEREADOR";"ANTONIO DANTAS DE SOUSA";"TONHO DA CAÇAMBA";"PTB";"PMDB / PTB / PSDB / PR / PT do B";"MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA";48;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8330";"VEREADOR";"WAERSON JOSÉ DE SOUZA";"DR. WAERSON";"PMDB";"PMDB / PTB / PSDB / PR / PT do B";"VEREADOR";45;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"8331";"VEREADOR";"MARIA DAS GRAÇAS VIEIRA DANTAS DE ALMEIDA";"NEGUINHA";"PP";"PP / PMN / PROS / PSC / DEM / PSB";"DONA DE CASA";45;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8332";"VEREADOR";"FRANCISCO GREGORIO DE ARAUJO";"CHIQUINHO";"PSB";"PMDB / PSL / DEM / PSB";"VEREADOR";44;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"8333";"VEREADOR";"VANDERLAN MIRANDA PEREIRA";"VANDERLAN MIRANDA";"DEM";"PMDB / PSL / DEM / PSB";"AGRICULTOR";25;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"8334";"VEREADOR";"LINDALVA DA SILVA MACIEL";"NEGA DE WANDERLEY";"PSL";"PMDB / PSL / DEM / PSB";"AGRICULTOR";39;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"8335";"VEREADOR";"ANTONIO PEREIRA DE SOUSA JUNIOR";"JUNIOR NEIXA";"PMDB";"PMDB / PSL / DEM / PSB";"OUTROS";33;"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8336";"VEREADOR";"ANTÔNIO OLINTO DA COSTA";"ANTÔNIO BIDU";"PP";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"ELETRICISTA E ASSEMELHADOS";54;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR MÉDIA"
"8337";"VEREADOR";"LAMARK FERREIRA DA SILVA";"LAMARK";"PSL";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"SERVIDOR PÚBLICO MUNICIPAL";38;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8338";"VEREADOR";"FELIPE SALES DA SILVA";"FELIPE SALES";"PDT";"PDT / PSB";"FISCAL";23;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8339";"VEREADOR";"RAQUEL SANTOS DE MOURA";"RAQUEL";"PDT";"PDT / PSB";"COMERCIANTE";21;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8340";"VEREADOR";"FABIO JUNIOR GAMBARRA";"FABINHO";"PTB";"PV / PT / PTC / DEM / PTB / PMDB / SD";"AGRICULTOR";29;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR MÉDIA"
"8341";"VEREADOR";"DEUSDETE PEREIRA DOS SANTOS";"DEUSDETE LIGEIRINHO";"PMB";"PMB / PT do B";"OUTROS";45;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"8342";"VEREADOR";"VALMA LAENE BARBOSA ANDRADE";"VALMA LAENE";"PMB";"PMB / PT do B";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";43;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"NÃO ELEITO"
"8343";"VEREADOR";"VANDERLEY DA SILVA PEREIRA";"VANDERLEY TARZAN";"PMB";"PMB / PT do B";"OUTROS";37;"MASCULINO";"LÊ E ESCREVE";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"8344";"VEREADOR";"EVANDECI PESSOA DA SILVA";"CÍ DO GALEGO DA AREIA";"PRP";"PRB / PDT / PV / PT / PRTB / PTN / PHS / PMN / PRP / PEN";"PROFESSOR DE ENSINO FUNDAMENTAL";40;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8345";"VEREADOR";"JOSÉ ULISSES DA SILVA";"ZÉ ULISSES";"PDT";"PSDC / PPS / PP / PDT / PC do B";"AGRICULTOR";34;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"AMARELA";"SUPLENTE"
"8346";"VEREADOR";"MELINA RIBEIRO RODRIGUES";"MELINA";"PDT";"PSDC / PPS / PP / PDT / PC do B";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";28;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"AMARELA";"SUPLENTE"
"8347";"VEREADOR";"PAULO ANDRÉ DE SOUSA";"PAULO ANDRÉ";"PPS";"PSDC / PPS / PP / PDT / PC do B";"FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL";31;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8348";"VEREADOR";"JOSÉ PEREIRA DA COSTA";"ZÉ DO DOCE";"PP";"PSDC / PPS / PP / PDT / PC do B";"AGRICULTOR";67;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"AMARELA";"SUPLENTE"
"8349";"VEREADOR";"FELICIANO FRAGOSO DOS SANTOS";"BARRA";"PSB";"PSB / DEM / PT do B / PC do B";"COMERCIANTE";42;"MASCULINO";"LÊ E ESCREVE";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8350";"VEREADOR";"MARÍLIA MAGDALA TOSCANO MAXIMO";"MARÍLIA MÁXIMO";"DEM";"PSB / DEM / PT do B / PC do B";"SERVIDOR PÚBLICO MUNICIPAL";32;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8351";"VEREADOR";"DÉBORA ELLEN FELIX BARBOSA";"DEBORA ELLES";"PSB";"PRB / PP / PPS / PHS / PSB";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";22;"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"INDÍGENA";"SUPLENTE"
"8352";"VEREADOR";"FLAVIO RODRIGUES FERNANDES";"FLAVIO FERNANDES";"DEM";"PSL / PP / PDT / PT / PR / PPS / DEM / PSB / PEN / PT do B";"LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA";26;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8353";"VEREADOR";"ADRIANA NOGUEIRA";"ADRIANA NOGUERIA";"PRP";"PRB / PDT / PV / PT / PRTB / PTN / PHS / PMN / PRP / PEN";"ARTESÃO";36;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8354";"VEREADOR";"FRANCISCO DE ASSIS OLIVEIRA";"FRANÇA";"PSB";"PMDB / PP / PR / PSD / PSB";"VEREADOR";35;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8355";"VEREADOR";"JOSÉ UBALDINO DE SOUSA";"DUDU";"PMDB";"PMDB / PP / PR / PSD / PSB";"VEREADOR";58;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"ELEITO POR MÉDIA"
"8356";"VEREADOR";"REGINALDO RODRIGUES DE LIMA";"REGINALDO";"PSD";"PMDB / PP / PR / PSD / PSB";"COMERCIANTE";45;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"8357";"VEREADOR";"ACIDALIA VIEIRA DOS SANTOS DA SILVA";"KITA DA SAÚDE";"PRB";"PRB / PP / PPS / PHS / PSB";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";38;"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"8358";"VEREADOR";"LUIZ SABINO DA SILVA";"LUIZ";"PHS";"PRB / PP / PPS / PHS / PSB";"VEREADOR";47;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"ELEITO POR QP"
"8359";"VEREADOR";"MURILO SILVA FERNANDES";"MURILO";"PP";"PRB / PP / PPS / PHS / PSB";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";27;"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"INDÍGENA";"SUPLENTE"
"8360";"VEREADOR";"ELIETE JACINTO DA CUNHA";"ELIETE CABOCLO";"PSB";"PMDB / PSB / PR / PRTB";"AGRICULTOR";50;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"8361";"VEREADOR";"AYDA MIRELLY LIMA TAVARES ARAUJO";"AYDA TAVARES";"PSL";"PSL / PP / PDT / PT / PR / PPS / DEM / PSB / PEN / PT do B";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";21;"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8362";"VEREADOR";"RANDSON SANTOS HENRIQUE";"RANDSON HENRIQUE";"PSL";"PSL / PP / PDT / PT / PR / PPS / DEM / PSB / PEN / PT do B";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";21;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8363";"VEREADOR";"JOSÉ ABÍLIO FILHO";"ZÉ BUTIJA";"PSD";"PT / PRB / PSB / PSD";"AGRICULTOR";49;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"8364";"VEREADOR";"IVANDENILZA VALÉRIA DA SILVA";"NILZINHA";"PT";"PT / PRB / PSB / PSD";"MOTORISTA PARTICULAR";36;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"8365";"VEREADOR";"JOSINALDO FERREIRA DINIZ";"JOSINALDO";"PMDB";"PSC / PRB / PP / PDT / PSD / SD / PMDB / PR / DEM / PSDB";"VEREADOR";53;"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"8366";"VEREADOR";"LEANDRO CABRAL DOS SANTOS";"LEANDRO";"PSC";"PSC / PRB / PP / PDT / PSD / SD / PMDB / PR / DEM / PSDB";"AGENTE DE SAÚDE E SANITARISTA";25;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"8367";"VEREADOR";"LUCÉLIA DONATO MARTINS";"LUCÉLIA MARTINS";"DEM";"PSC / PRB / PP / PDT / PSD / SD / PMDB / PR / DEM / PSDB";"DONA DE CASA";61;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"8368";"VEREADOR";"NAHIM GALILEU DOS SANTOS CAVALCANTE";"PINGO";"PMDB";"PSC / PRB / PP / PDT / PSD / SD / PMDB / PR / DEM / PSDB";"VEREADOR";30;"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
